state_id,rank,L,C,C_envelope,violation
33,1,0.2756207133972862,0.446826516383772,0.44682651638377197,5.551115123125783e-17
34,1,0.8009444179776837,0.39928994138103846,0.39928994138103857,-1.1102230246251565e-16
35,1,0.612546419696246,0.48716866013071547,0.48716866013071536,1.1102230246251565e-16
36,1,0.43807094784684086,0.4961499697666135,0.4961499697666133,2.220446049250313e-16
37,1,0.7434077624412565,0.43675240260740505,0.43675240260740505,0.0
38,1,0.4998850092112598,0.49999998677711843,0.4999999867771183,1.1102230246251565e-16
39,1,0.867704059561992,0.3388122261395402,0.3388122261395403,-1.1102230246251565e-16
40,1,0.27527273379351624,0.44665160452343633,0.44665160452343633,0.0
41,1,0.15243490086964695,0.35944193114675405,0.35944193114675405,0.0
42,1,0.35803776114409197,0.4794233231070618,0.47942332310706176,5.551115123125783e-17
43,1,0.42235104819868374,0.49393384201141455,0.4939338420114144,1.6653345369377348e-16
44,1,0.32127471903014154,0.46696603082263394,0.466966030822634,-5.551115123125783e-17
45,1,0.7293946419627588,0.4442725494994913,0.444272549499491,2.7755575615628914e-16
46,1,0.4316227768327108,0.49530248873989213,0.4953024887398919,2.220446049250313e-16
47,1,0.2773068311385149,0.44766924457955576,0.4476692445795557,5.551115123125783e-17
48,1,0.6458754622871186,0.47824716361157804,0.478247163611578,5.551115123125783e-17
49,1,0.6585723505717571,0.47418858024434535,0.4741885802443451,2.220446049250313e-16
50,1,0.7184479098433253,0.4497560568631427,0.4497560568631427,0.0
51,1,0.45761927183068923,0.49820063616964505,0.498200636169645,5.551115123125783e-17
52,1,0.3416859730358986,0.47427488745073787,0.47427488745073754,3.3306690738754696e-16
53,1,0.42901603657735893,0.49493562908403876,0.4949356290840387,5.551115123125783e-17
54,1,0.5971355983857418,0.4904739295072103,0.49047392950721025,5.551115123125783e-17
55,1,0.8732797102617305,0.3326593721916138,0.3326593721916137,1.1102230246251565e-16
56,1,0.8575915704213095,0.34946855189504755,0.34946855189504766,-1.1102230246251565e-16
57,1,0.6107344685699381,0.48758371329499256,0.48758371329499245,1.1102230246251565e-16
58,1,0.6937791582849769,0.4609225941677908,0.46092259416779063,1.6653345369377348e-16
59,1,0.47268552556325677,0.4992533620179683,0.4992533620179683,0.0
60,1,0.4356598921498327,0.4958430704586168,0.4958430704586168,0.0
61,1,0.3541858393562025,0.4782658576103304,0.4782658576103304,0.0
62,1,0.6086671752584979,0.4880486092812263,0.4880486092812261,1.6653345369377348e-16
63,1,0.3822994753180574,0.48594916039601876,0.4859491603960186,1.6653345369377348e-16
64,1,0.652511829014687,0.47617238686277774,0.47617238686277774,0.0
65,1,0.8031646831065011,0.3976068094448769,0.39760680944487703,-1.1102230246251565e-16
66,1,0.795495769146784,0.40333887788849554,0.4033388778884953,2.220446049250313e-16
67,1,0.4150853407909759,0.4927367457896919,0.49273674578969173,1.6653345369377348e-16
68,1,0.5808627660352477,0.49341788888236415,0.4934178888823639,2.7755575615628914e-16
69,1,0.3897249250862378,0.48768781802784883,0.4876878180278488,5.551115123125783e-17
70,1,0.7538275167205968,0.4307802128179231,0.4307802128179231,0.0
71,1,0.5242920197390288,0.4994095491447862,0.4994095491447862,0.0
72,1,0.546337271575292,0.4978482271365016,0.49784822713650156,5.551115123125783e-17
73,1,0.5772105356743855,0.49400256394159997,0.4940025639415998,1.6653345369377348e-16
74,1,0.5810634699128385,0.4933849550256782,0.49338495502567803,1.6653345369377348e-16
75,1,0.40433269434772934,0.49076243400369907,0.490762434003699,5.551115123125783e-17
76,1,0.7837113817812882,0.41171331269191697,0.4117133126919169,5.551115123125783e-17
77,1,0.3243723448504408,0.46813985810510483,0.46813985810510467,1.6653345369377348e-16
78,1,0.34753159446716964,0.47618629265685153,0.47618629265685125,2.7755575615628914e-16
79,1,0.49743009499760915,0.49999339554466005,0.4999933955446599,1.6653345369377348e-16
80,1,0.30044619704954245,0.4584520473593833,0.458452047359383,2.7755575615628914e-16
81,1,0.3296297590600908,0.47007869660523594,0.47007869660523577,1.6653345369377348e-16
82,1,0.39012966486586886,0.48777916054041703,0.4877791605404168,2.220446049250313e-16
83,1,0.4605263664359165,0.49843939677080973,0.4984393967708095,2.220446049250313e-16
84,1,0.517740047038212,0.4996851916267703,0.49968519162677016,1.1102230246251565e-16
85,1,0.4588588268840203,0.49830452925358915,0.49830452925358903,1.1102230246251565e-16
86,1,0.8077791610943166,0.39404566739919733,0.39404566739919716,1.6653345369377348e-16
87,1,0.34562053424850026,0.475570163650204,0.4755701636502037,2.7755575615628914e-16
88,1,0.5195282791272781,0.4996185007726667,0.4996185007726667,0.0
89,1,0.26165471133592844,0.43953557691231365,0.43953557691231365,0.0
90,1,0.3123138195720589,0.46343704823456927,0.4634370482345691,1.6653345369377348e-16
91,1,0.5101416297356244,0.4998971367654607,0.4998971367654605,2.220446049250313e-16
92,1,0.47183632901489186,0.49920617748245333,0.49920617748245316,1.6653345369377348e-16
93,1,0.6004296067352012,0.4898100591974534,0.4898100591974534,0.0
94,1,0.5532992924460161,0.4971510690170083,0.49715106901700823,5.551115123125783e-17
95,1,0.45916340674771844,0.49832958235644387,0.4983295823564438,5.551115123125783e-17
96,1,0.4171871653264988,0.4930943463611598,0.49309434636115973,5.551115123125783e-17
97,1,0.3977723035150087,0.4894379409806443,0.48943794098064414,1.6653345369377348e-16
98,1,0.5163305334987245,0.4997332425160919,0.4997332425160918,1.1102230246251565e-16
99,1,0.4054654788941179,0.4909818981584573,0.4909818981584571,1.6653345369377348e-16
100,1,0.5860116912656342,0.4925464333092112,0.49254643330921116,5.551115123125783e-17
101,1,0.3069366021145639,0.4612228576262563,0.46122285762625626,5.551115123125783e-17
102,1,0.6531499102829439,0.4759675461418838,0.47596754614188375,5.551115123125783e-17
103,1,0.14901103150748513,0.35609934568398255,0.35609934568398244,1.1102230246251565e-16
104,1,0.431881457110237,0.49533813109286823,0.4953381310928683,-5.551115123125783e-17
105,1,0.7275654436444686,0.4452122739310948,0.44521227393109475,5.551115123125783e-17
106,1,0.6162363183553277,0.486301468530786,0.4863014685307859,1.1102230246251565e-16
107,1,0.4515778038989342,0.4976497673311523,0.4976497673311522,1.1102230246251565e-16
108,1,0.8549601923361407,0.3521409687279939,0.3521409687279939,0.0
109,1,0.7942696456669439,0.40423430784515474,0.4042343078451547,5.551115123125783e-17
110,1,0.16682425813543492,0.37281889039183197,0.3728188903918318,1.6653345369377348e-16
111,1,0.6637164023448752,0.4724372335064744,0.4724372335064743,5.551115123125783e-17
112,1,0.48688146192972415,0.49982787433165304,0.49982787433165304,0.0
113,1,0.4286825642619798,0.4948876876219022,0.4948876876219021,1.1102230246251565e-16
114,1,0.3602624799476512,0.4800764787923061,0.48007647879230597,1.1102230246251565e-16
115,1,0.4787847349405793,0.4995497097671648,0.4995497097671647,1.1102230246251565e-16
116,1,0.27551570108722057,0.44677376774116667,0.4467737677411666,5.551115123125783e-17
117,1,0.490559532472925,0.4999108696286472,0.4999108696286471,1.1102230246251565e-16
118,1,0.5252616829410068,0.49936143961562357,0.49936143961562357,0.0
119,1,0.7588282377793453,0.42779427687620913,0.4277942768762092,-5.551115123125783e-17
120,1,0.6754237566151945,0.46821630216707877,0.46821630216707855,2.220446049250313e-16
121,1,0.5170201962242585,0.4997102289532282,0.4997102289532282,0.0
122,1,0.6808480856205478,0.4661480128965295,0.4661480128965295,0.0
123,1,0.4842693504256315,0.4997524854004916,0.4997524854004915,1.1102230246251565e-16
124,1,0.45288616249145375,0.4977753371906029,0.4977753371906028,1.1102230246251565e-16
125,1,0.3408189885932911,0.4739846048212298,0.4739846048212296,1.6653345369377348e-16
126,1,0.516227032626285,0.4997366140399817,0.49973661403998154,1.6653345369377348e-16
127,1,0.6268934009779095,0.4836300908631096,0.48363009086310943,1.6653345369377348e-16
128,1,0.455182228569185,0.4979873164689793,0.4979873164689792,1.1102230246251565e-16
129,1,0.4787651985092922,0.4995488796961219,0.49954887969612166,2.220446049250313e-16
130,1,0.6300971252134978,0.4827781457472818,0.4827781457472816,1.6653345369377348e-16
131,1,0.411044126327187,0.4920232235770041,0.49202322357700407,5.551115123125783e-17
132,1,0.27672122424670986,0.4473774561800269,0.447377456180027,-1.1102230246251565e-16
133,1,0.46016970108438227,0.4984110224386019,0.4984110224386019,0.0
134,1,0.4497700322060406,0.4974705522293937,0.49747055222939357,1.1102230246251565e-16
135,1,0.5489262381087647,0.4976004654585087,0.49760046545850867,5.551115123125783e-17
136,1,0.4126026129252873,0.4923024443698334,0.49230244436983334,5.551115123125783e-17
137,1,0.4417279470115065,0.4965927585461816,0.49659275854618157,5.551115123125783e-17
138,1,0.31038958529220245,0.4626530996700844,0.4626530996700844,0.0
139,1,0.5398501667360552,0.49840943431190066,0.49840943431190043,2.220446049250313e-16
140,1,0.5939423477534691,0.49109554599748323,0.49109554599748334,-1.1102230246251565e-16
141,1,0.30325170646903005,0.45966303853219626,0.4596630385321962,5.551115123125783e-17
142,1,0.5861308486104533,0.4925256104180201,0.49252561041801995,1.6653345369377348e-16
143,1,0.8449997890642307,0.3619048846667263,0.3619048846667261,2.220446049250313e-16
144,1,0.658358368567043,0.4742600838198221,0.474260083819822,1.1102230246251565e-16
145,1,0.38572292113880396,0.48676559990097096,0.4867655999009708,1.6653345369377348e-16
146,1,0.4807848312842123,0.49963064086505343,0.49963064086505327,1.6653345369377348e-16
147,1,0.3458033688142083,0.4756294765160723,0.47562947651607224,5.551115123125783e-17
148,1,0.6417858950492132,0.4794755050730889,0.47947550507308867,2.220446049250313e-16
149,1,0.47853727691417774,0.4995391391249953,0.4995391391249952,1.1102230246251565e-16
